eps,sample_id,l2_norm,cpop,log_l2,log_cpop
0.5,45,0.4996875524520874,0.2619444131851196,-0.30130146898587706,-0.5817908598568
0.5,46,0.4999999105930328,0.173943892121315,-0.30103007332189313,-0.7595908164971947
0.5,47,0.3132856488227844,0.1554139256477356,-0.5040594990851814,-0.8085100694411107
0.5,48,0.499996155500412,0.0750143527984619,-0.3010333349667327,-1.1248556333441841
0.5,49,0.4120686948299408,0.125073105096817,-0.38503037790209227,-0.9028360681145917
0.7,0,0.699999988079071,0.17638519406318665,-0.15490198135375977,-0.7535378932952881
0.7,1,0.6999940872192383,0.05548396706581116,-0.15490563213825226,-1.255832552909851
0.7,2,0.6999938488006592,0.08728869259357452,-0.1549057811498642,-1.059041976928711
0.7,3,0.6999999284744263,0.1360449194908142,-0.15490201115608215,-0.8663176894187927
0.7,4,0.699998140335083,0.0694228783249855,-0.1549031138420105,-1.1584973335266113
0.7,5,0.7000000476837158,0.24951930344104767,-0.15490193665027618,-0.6028958559036255
0.7,6,0.6999998092651367,0.05804416537284851,-0.15490207076072693,-1.2362414598464966
0.7,7,0.6999984383583069,0.12082963436841965,-0.15490293502807617,-0.9178265333175659
0.7,8,0.6999956965446472,0.0782475620508194,-0.15490463376045227,-1.1065292358398438
0.7,9,0.6009289026260376,0.02896178513765335,-0.2211769074201584,-1.5381746292114258
0.7,10,0.6996544599533081,0.14480188488960266,-0.15511639416217804,-0.8392257690429688
0.7,11,0.6607010960578918,0.2172785848379135,-0.17999498546123505,-0.6629830598831177
0.7,12,0.699999988079071,0.08314399421215057,-0.15490198135375977,-1.0801690816879272
0.7,13,0.6999865174293518,0.02717481553554535,-0.15491032600402832,-1.5658334493637085
0.7,14,0.6999643445014954,0.1116381585597992,-0.15492407977581024,-0.9521873593330383
0.7,15,0.6999626159667969,0.19070735573768616,-0.1549251526594162,-0.7196325659751892
0.7,16,0.6379104852676392,0.12138627469539642,-0.19524025917053223,-0.9158304333686829
0.7,17,0.6999998688697815,0.051702409982681274,-0.15490204095840454,-1.2864892482757568
0.7,18,0.5514857769012451,0.15431128442287445,-0.2584656774997711,-0.8116022944450378
0.7,19,0.6999965906143188,0.09451138973236084,-0.1549040824174881,-1.0245158672332764
0.7,20,0.7000000476837158,0.09664716571569443,-0.15490193665027618,-1.0148109197616577
0.7,21,0.6999874711036682,0.04278959333896637,-0.15490974485874176,-1.368661880493164
0.7,22,0.6999417543411255,0.07532831281423569,-0.15493810176849365,-1.1230417490005493
0.7,23,0.699998140335083,0.12684082984924316,-0.1549031138420105,-0.8967409133911133
