classifier,arch_type,attack,label,cpop,fs,lid,lid_ext,maha,kd
resnet50,CNN,FGSM,0,-0.22479993104934692,0.5044842958450317,54.69428634643555,54.69428634643555,12.154912948608398,0.5185642242431641
resnet50,CNN,FGSM,1,-0.032108984887599945,0.39740651845932007,57.663917541503906,57.663917541503906,11.276894569396973,0.47893190383911133
resnet50,CNN,FGSM,0,-0.12553277611732483,0.2813706398010254,86.04350280761719,86.04350280761719,13.747140884399414,0.5368242263793945
resnet50,CNN,FGSM,1,-0.030560240149497986,0.4846689999103546,72.23086547851562,72.23086547851562,15.014385223388672,0.5700573921203613
resnet50,CNN,FGSM,0,-0.108775295317173,0.33000627160072327,44.60780715942383,44.60780715942383,17.674203872680664,0.6484556198120117
resnet50,CNN,FGSM,1,-0.02815280854701996,0.7017011642456055,35.60465621948242,35.60465621948242,14.111337661743164,0.5360407829284668
resnet50,CNN,FGSM,0,-0.15194538235664368,0.25642287731170654,92.1014175415039,92.1014175415039,16.863311767578125,0.7985577583312988
resnet50,CNN,FGSM,1,-0.029953978955745697,0.40525907278060913,83.16919708251953,83.16919708251953,16.751197814941406,0.6378655433654785
resnet50,CNN,FGSM,0,-0.10177363455295563,0.5085538625717163,42.31711196899414,42.31711196899414,24.067445755004883,0.9020085334777832
resnet50,CNN,FGSM,1,-0.02857847511768341,1.0512678623199463,32.56991195678711,32.56991195678711,22.715463638305664,0.7780971527099609
resnet50,CNN,FGSM,0,-0.2696363925933838,0.2706020474433899,41.412330627441406,41.412330627441406,17.203529357910156,0.755103588104248
resnet50,CNN,FGSM,1,-0.030556872487068176,0.3232680857181549,33.128475189208984,33.128475189208984,18.139062881469727,0.9310097694396973
resnet50,CNN,FGSM,0,-0.2045004665851593,0.27721965312957764,126.89153289794922,126.89153289794922,12.257747650146484,0.5852785110473633
resnet50,CNN,FGSM,1,-0.04013209789991379,0.8207900524139404,111.70545959472656,111.70545959472656,13.702119827270508,0.6232538223266602
resnet50,CNN,FGSM,0,-0.11802078783512115,0.8158074617385864,57.890628814697266,57.890628814697266,18.615581512451172,0.688753604888916
resnet50,CNN,FGSM,1,-0.030183546245098114,0.44084981083869934,37.000492095947266,37.000492095947266,10.169229507446289,0.4167795181274414
resnet50,CNN,FGSM,0,-0.24096029996871948,0.18499164283275604,22.39112091064453,22.39112091064453,15.103299140930176,0.38828563690185547
resnet50,CNN,FGSM,1,-0.031007379293441772,0.2535792887210846,20.94977378845215,20.94977378845215,13.3271484375,0.3740968704223633
resnet50,CNN,FGSM,0,-0.052043840289115906,0.41083192825317383,42.110084533691406,42.110084533691406,17.376855850219727,0.7391986846923828
resnet50,CNN,FGSM,1,-0.023795872926712036,0.3599015176296234,48.9595947265625,48.9595947265625,15.866259574890137,0.6965794563293457
resnet50,CNN,FGSM,0,-0.13837261497974396,0.30250877141952515,45.745399475097656,45.745399475097656,16.33934211730957,0.6821284294128418
resnet50,CNN,FGSM,1,-0.03023628145456314,0.38813939690589905,38.76058578491211,38.76058578491211,14.351036071777344,0.579683780670166
resnet50,CNN,FGSM,0,-0.04269516468048096,0.19870497286319733,57.77900695800781,57.77900695800781,18.20553970336914,0.825681209564209
resnet50,CNN,FGSM,1,-0.018941663205623627,0.49288228154182434,74.5569839477539,74.5569839477539,13.560417175292969,0.6372485160827637
resnet50,CNN,FGSM,0,-0.43581002950668335,0.22375157475471497,45.64578628540039,45.64578628540039,12.245821952819824,0.46892881393432617
resnet50,CNN,FGSM,1,-0.06801294535398483,0.4499456286430359,36.35905456542969,36.35905456542969,11.328252792358398,0.4417586326599121
resnet50,CNN,FGSM,0,-0.11510726809501648,0.24991704523563385,54.240020751953125,54.240020751953125,15.67658805847168,0.6296877861022949
resnet50,CNN,FGSM,1,-0.02904433012008667,0.27216339111328125,85.04377746582031,85.04377746582031,13.143263816833496,0.4975166320800781
resnet50,CNN,FGSM,0,-0.09792368113994598,0.33156993985176086,84.8608169555664,84.8608169555664,11.155296325683594,0.4801034927368164
resnet50,CNN,FGSM,1,-0.027245737612247467,0.2078658640384674,83.5646743774414,83.5646743774414,11.499955177307129,0.46431732177734375
resnet50,CNN,FGSM,0,-0.04134070873260498,0.791450023651123,46.60837173461914,46.60837173461914,14.612262725830078,0.6158971786499023
resnet50,CNN,FGSM,1,-0.018611803650856018,0.47660568356513977,25.065855026245117,25.065855026245117,14.410599708557129,0.614342212677002
resnet50,CNN,FGSM,0,-0.21704918146133423,0.1112881600856781,60.324859619140625,60.324859619140625,13.461729049682617,0.5258378982543945
resnet50,CNN,FGSM,1,-0.02995433658361435,0.289580374956131,47.368934631347656,47.368934631347656,13.103086471557617,0.486480712890625
resnet50,CNN,FGSM,0,-0.22780366241931915,0.23060062527656555,25.37648582458496,25.37648582458496,14.287633895874023,0.42986249923706055
resnet50,CNN,FGSM,1,-0.03271356225013733,0.6948560476303101,26.826425552368164,26.826425552368164,12.280793190002441,0.39844560623168945
