classifier,arch_type,eps255,sid,label,cpop,fs,lid,lid_ext,fs_bit1,fs_bit2,fs_bit3,fs_bit5,fs_median3,fs_median5,fs_avgpool3
resnet50,CNN,2,52,0,-0.13933143019676208,0.17925003170967102,71.17454528808594,71.17454528808594,0.5741641521453857,0.6356456875801086,0.17925003170967102,0.02965531311929226,0.0737527385354042,0.15692737698554993,0.05567647144198418
resnet50,CNN,2,52,1,-0.08823542296886444,1.0414531230926514,47.06907272338867,47.06907272338867,1.4763927459716797,1.6397068500518799,1.0414531230926514,0.583733081817627,0.6656887531280518,0.8817916512489319,0.8122251033782959
resnet50,CNN,2,53,0,-0.1278751641511917,0.470572292804718,31.23318099975586,31.23318099975586,0.5515910387039185,0.6427426338195801,0.2653021812438965,0.15088291466236115,0.1327890157699585,0.471906453371048,0.470572292804718
resnet50,CNN,2,53,1,-0.08214980363845825,0.8692849278450012,26.784664154052734,26.784664154052734,0.9279860258102417,1.0653012990951538,0.8692849278450012,0.14087216556072235,0.5924079418182373,1.071038842201233,0.5189729332923889
resnet50,CNN,2,54,0,-0.2590382993221283,0.4514017403125763,64.80297088623047,64.80297088623047,1.1622576713562012,0.5309804677963257,0.4514017403125763,0.09286351501941681,0.06775113940238953,0.1675378382205963,0.17502817511558533
resnet50,CNN,2,54,1,-0.10999651253223419,1.9371538162231445,57.252098083496094,57.252098083496094,1.988107442855835,1.9776160717010498,1.9371538162231445,0.03319331258535385,1.0387829542160034,1.9324824810028076,1.5819354057312012
resnet50,CNN,2,55,0,-0.11013142019510269,0.3233773708343506,31.976633071899414,31.976633071899414,0.2386855185031891,0.21391695737838745,0.3233773708343506,0.046439722180366516,0.16839516162872314,0.39971500635147095,0.1022065281867981
resnet50,CNN,2,55,1,-0.07763981819152832,0.8255819082260132,38.00051498413086,38.00051498413086,1.0760678052902222,0.9068753719329834,0.6612266302108765,0.2933564782142639,0.676289439201355,0.8893148899078369,0.8255819082260132
resnet50,CNN,2,56,0,-0.1776830106973648,0.337756872177124,60.397098541259766,60.397098541259766,0.5097928643226624,0.34869274497032166,0.337756872177124,0.10450585186481476,0.112758569419384,0.4953855276107788,0.3283626139163971
resnet50,CNN,2,56,1,-0.10170736163854599,1.8860055208206177,73.37535095214844,73.37535095214844,1.8988969326019287,1.877853512763977,1.6886036396026611,0.16431239247322083,1.6610925197601318,1.8564200401306152,1.8860055208206177
resnet50,CNN,2,57,0,-0.08578632771968842,0.08079203218221664,20.19683265686035,20.19683265686035,0.7082477807998657,0.038176536560058594,0.05547472834587097,0.01016690582036972,0.0518781840801239,0.3378896415233612,0.08079203218221664
resnet50,CNN,2,57,1,-0.0650746300816536,0.7238122224807739,28.16905403137207,28.16905403137207,0.9209133386611938,0.9296107292175293,0.6694294214248657,0.09571540355682373,0.6836398243904114,1.2922284603118896,0.7238122224807739
resnet50,CNN,2,58,0,-0.029210858047008514,0.3515130281448364,94.71028137207031,94.71028137207031,0.5759187936782837,0.4181895852088928,0.3515130281448364,0.0531449168920517,0.2684346139431,0.79904705286026,0.2423824965953827
resnet50,CNN,2,58,1,-0.026375003159046173,1.8991528749465942,86.13627624511719,86.13627624511719,1.9804728031158447,1.9805500507354736,1.8396034240722656,4.402182457852177e-05,1.7246063947677612,1.7993559837341309,1.8991528749465942
resnet50,CNN,2,59,0,-0.20956405997276306,0.30606913566589355,69.71429443359375,69.71429443359375,0.8284903764724731,1.079813003540039,0.30606913566589355,0.06874900311231613,0.8426791429519653,1.2176423072814941,0.13261356949806213
resnet50,CNN,2,59,1,-0.1206340417265892,1.9425712823867798,29.993730545043945,29.993730545043945,1.956127643585205,1.949281930923462,1.9425712823867798,0.30732202529907227,1.242299199104309,1.9186820983886719,1.814621925354004
resnet50,CNN,2,60,0,-0.276306688785553,0.41613298654556274,131.80029296875,131.80029296875,1.1144249439239502,0.7946615219116211,0.41613298654556274,0.1005694642663002,0.49848341941833496,0.5322375297546387,0.33730775117874146
